2.300000000000000000e+01,1.669999999999999929e+01,3.289999999999999858e+01,3.350000000000000000e+01,3.330000000000000071e+00,5.910000000000000142e+00,2.019999999999999929e+01,1.500000000000000000e+02,2.100000000000000000e+01,2.160000000000000142e+01,1.430000000000000000e+02,2.330000000000000071e+01,3.560000000000000142e+01,1.350000000000000000e+02,2.830000000000000071e+01,0.000000000000000000e+00,1.000000000000000000e+00
2.350000000000000000e+01,1.550000000000000000e+01,2.760000000000000142e+01,3.360000000000000142e+01,2.660000000000000142e+00,5.190000000000000391e+00,1.989999999999999858e+01,1.540000000000000000e+02,1.880000000000000071e+01,1.930000000000000071e+01,1.460000000000000000e+02,2.010000000000000142e+01,3.370000000000000284e+01,1.410000000000000000e+02,2.230000000000000071e+01,0.000000000000000000e+00,2.000000000000000000e+00
2.319999999999999929e+01,1.459999999999999964e+01,2.710000000000000142e+01,3.370000000000000284e+01,2.669999999999999929e+00,5.139999999999999680e+00,1.980000000000000071e+01,1.540000000000000000e+02,1.880000000000000071e+01,1.900000000000000000e+01,1.450000000000000000e+02,2.110000000000000142e+01,3.350000000000000000e+01,1.370000000000000000e+02,2.460000000000000142e+01,0.000000000000000000e+00,3.000000000000000000e+00
2.269999999999999929e+01,1.509999999999999964e+01,2.650000000000000000e+01,3.389999999999999858e+01,2.640000000000000124e+00,5.030000000000000249e+00,1.950000000000000000e+01,1.540000000000000000e+02,1.850000000000000000e+01,1.889999999999999858e+01,1.460000000000000000e+02,1.989999999999999858e+01,3.339999999999999858e+01,1.390000000000000000e+02,2.350000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00
2.169999999999999929e+01,1.590000000000000036e+01,2.510000000000000142e+01,3.470000000000000284e+01,2.589999999999999858e+00,4.370000000000000107e+00,2.050000000000000000e+01,1.540000000000000000e+02,1.850000000000000000e+01,1.860000000000000142e+01,1.450000000000000000e+02,2.150000000000000000e+01,3.300000000000000000e+01,1.380000000000000000e+02,2.389999999999999858e+01,0.000000000000000000e+00,5.000000000000000000e+00
2.150000000000000000e+01,1.409999999999999964e+01,2.550000000000000000e+01,3.420000000000000284e+01,2.750000000000000000e+00,4.009999999999999787e+00,1.960000000000000142e+01,1.550000000000000000e+02,1.780000000000000071e+01,1.760000000000000142e+01,1.450000000000000000e+02,2.069999999999999929e+01,3.239999999999999858e+01,1.360000000000000000e+02,2.489999999999999858e+01,0.000000000000000000e+00,6.000000000000000000e+00
2.350000000000000000e+01,1.059999999999999964e+01,2.780000000000000071e+01,3.489999999999999858e+01,2.419999999999999929e+00,2.850000000000000089e+00,1.969999999999999929e+01,1.610000000000000000e+02,1.400000000000000000e+01,1.469999999999999929e+01,1.500000000000000000e+02,1.700000000000000000e+01,2.839999999999999858e+01,1.460000000000000000e+02,1.610000000000000142e+01,0.000000000000000000e+00,7.000000000000000000e+00
2.350000000000000000e+01,1.269999999999999929e+01,2.989999999999999858e+01,3.439999999999999858e+01,2.140000000000000124e+00,2.370000000000000107e+00,2.119999999999999929e+01,1.680000000000000000e+02,7.169999999999999929e+00,1.340000000000000036e+01,1.550000000000000000e+02,1.209999999999999964e+01,2.650000000000000000e+01,1.490000000000000000e+02,1.140000000000000036e+01,0.000000000000000000e+00,8.000000000000000000e+00
2.339999999999999858e+01,1.169999999999999929e+01,2.739999999999999858e+01,3.429999999999999716e+01,2.310000000000000053e+00,2.000000000000000000e+00,2.200000000000000000e+01,1.730000000000000000e+02,4.950000000000000178e+00,1.200000000000000000e+01,1.570000000000000000e+02,1.069999999999999929e+01,2.289999999999999858e+01,1.520000000000000000e+02,1.019999999999999929e+01,0.000000000000000000e+00,9.000000000000000000e+00
2.339999999999999858e+01,1.190000000000000036e+01,2.689999999999999858e+01,3.500000000000000000e+01,2.029999999999999805e+00,2.169999999999999929e+00,2.269999999999999929e+01,1.710000000000000000e+02,5.839999999999999858e+00,1.180000000000000071e+01,1.580000000000000000e+02,1.080000000000000071e+01,2.389999999999999858e+01,1.520000000000000000e+02,9.679999999999999716e+00,0.000000000000000000e+00,1.000000000000000000e+01
2.369999999999999929e+01,1.200000000000000000e+01,2.719999999999999929e+01,3.550000000000000000e+01,1.629999999999999893e+00,1.750000000000000000e+00,2.330000000000000071e+01,1.700000000000000000e+02,6.490000000000000213e+00,1.209999999999999964e+01,1.570000000000000000e+02,1.150000000000000000e+01,2.260000000000000142e+01,1.510000000000000000e+02,1.040000000000000036e+01,0.000000000000000000e+00,1.100000000000000000e+01
2.389999999999999858e+01,1.169999999999999929e+01,2.739999999999999858e+01,3.539999999999999858e+01,1.780000000000000027e+00,1.659999999999999920e+00,2.330000000000000071e+01,1.720000000000000000e+02,5.299999999999999822e+00,1.230000000000000071e+01,1.580000000000000000e+02,1.090000000000000036e+01,2.260000000000000142e+01,1.510000000000000000e+02,1.050000000000000000e+01,0.000000000000000000e+00,1.200000000000000000e+01
2.380000000000000071e+01,1.150000000000000000e+01,2.710000000000000142e+01,3.510000000000000142e+01,1.600000000000000089e+00,1.770000000000000018e+00,2.339999999999999858e+01,1.700000000000000000e+02,6.259999999999999787e+00,1.219999999999999929e+01,1.570000000000000000e+02,1.130000000000000071e+01,2.239999999999999858e+01,1.500000000000000000e+02,1.040000000000000036e+01,0.000000000000000000e+00,1.300000000000000000e+01
2.389999999999999858e+01,1.219999999999999929e+01,2.680000000000000071e+01,3.520000000000000284e+01,1.679999999999999938e+00,1.909999999999999920e+00,2.350000000000000000e+01,1.700000000000000000e+02,6.440000000000000391e+00,1.219999999999999929e+01,1.580000000000000000e+02,1.100000000000000000e+01,2.269999999999999929e+01,1.510000000000000000e+02,1.050000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+01
2.389999999999999858e+01,1.219999999999999929e+01,2.689999999999999858e+01,3.560000000000000142e+01,1.550000000000000044e+00,1.820000000000000062e+00,2.380000000000000071e+01,1.690000000000000000e+02,6.980000000000000426e+00,1.269999999999999929e+01,1.560000000000000000e+02,1.219999999999999929e+01,2.280000000000000071e+01,1.500000000000000000e+02,1.119999999999999929e+01,0.000000000000000000e+00,1.500000000000000000e+01
2.300000000000000000e+01,1.090000000000000036e+01,2.589999999999999858e+01,3.610000000000000142e+01,2.000000000000000000e+00,1.909999999999999920e+00,2.230000000000000071e+01,1.710000000000000000e+02,5.910000000000000142e+00,1.059999999999999964e+01,1.580000000000000000e+02,1.080000000000000071e+01,2.450000000000000000e+01,1.500000000000000000e+02,8.820000000000000284e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.300000000000000000e+01,1.100000000000000000e+01,2.700000000000000000e+01,3.589999999999999858e+01,2.049999999999999822e+00,1.770000000000000018e+00,2.210000000000000142e+01,1.720000000000000000e+02,5.190000000000000391e+00,1.059999999999999964e+01,1.580000000000000000e+02,1.069999999999999929e+01,2.400000000000000000e+01,1.520000000000000000e+02,8.800000000000000711e+00,0.000000000000000000e+00,1.700000000000000000e+01
2.230000000000000071e+01,1.069999999999999929e+01,2.639999999999999858e+01,3.629999999999999716e+01,2.279999999999999805e+00,1.479999999999999982e+00,2.210000000000000142e+01,1.720000000000000000e+02,5.290000000000000036e+00,1.090000000000000036e+01,1.580000000000000000e+02,1.059999999999999964e+01,2.510000000000000142e+01,1.510000000000000000e+02,8.849999999999999645e+00,0.000000000000000000e+00,1.800000000000000000e+01
2.210000000000000142e+01,1.159999999999999964e+01,2.300000000000000000e+01,3.600000000000000000e+01,2.259999999999999787e+00,1.770000000000000018e+00,2.260000000000000142e+01,1.720000000000000000e+02,5.480000000000000426e+00,1.140000000000000036e+01,1.580000000000000000e+02,1.059999999999999964e+01,2.450000000000000000e+01,1.510000000000000000e+02,9.320000000000000284e+00,0.000000000000000000e+00,1.900000000000000000e+01
2.289999999999999858e+01,1.200000000000000000e+01,2.330000000000000071e+01,3.539999999999999858e+01,1.949999999999999956e+00,2.120000000000000107e+00,2.110000000000000142e+01,1.720000000000000000e+02,5.469999999999999751e+00,1.219999999999999929e+01,1.570000000000000000e+02,1.109999999999999964e+01,2.630000000000000071e+01,1.510000000000000000e+02,1.119999999999999929e+01,0.000000000000000000e+00,2.000000000000000000e+01
1.480000000000000071e+01,1.380000000000000071e+01,2.030000000000000071e+01,4.489999999999999858e+01,3.660000000000000142e+00,7.900000000000000355e+00,3.439999999999999858e+01,1.540000000000000000e+02,2.010000000000000142e+01,3.260000000000000142e+01,1.390000000000000000e+02,2.530000000000000071e+01,4.679999999999999716e+01,1.320000000000000000e+02,2.910000000000000142e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.419999999999999929e+01,1.380000000000000071e+01,2.010000000000000142e+01,4.300000000000000000e+01,3.819999999999999840e+00,6.860000000000000320e+00,3.239999999999999858e+01,1.580000000000000000e+02,1.559999999999999964e+01,3.030000000000000071e+01,1.450000000000000000e+02,2.010000000000000142e+01,4.670000000000000284e+01,1.370000000000000000e+02,2.539999999999999858e+01,1.000000000000000000e+00,2.000000000000000000e+00
1.400000000000000000e+01,1.380000000000000071e+01,2.010000000000000142e+01,4.350000000000000000e+01,4.129999999999999893e+00,7.070000000000000284e+00,3.150000000000000000e+01,1.550000000000000000e+02,1.750000000000000000e+01,3.050000000000000000e+01,1.430000000000000000e+02,2.180000000000000071e+01,4.770000000000000284e+01,1.360000000000000000e+02,2.689999999999999858e+01,1.000000000000000000e+00,3.000000000000000000e+00
1.419999999999999929e+01,1.340000000000000036e+01,2.060000000000000142e+01,4.329999999999999716e+01,3.689999999999999947e+00,6.820000000000000284e+00,3.110000000000000142e+01,1.570000000000000000e+02,1.689999999999999858e+01,2.810000000000000142e+01,1.440000000000000000e+02,2.180000000000000071e+01,4.529999999999999716e+01,1.360000000000000000e+02,2.730000000000000071e+01,1.000000000000000000e+00,4.000000000000000000e+00
1.469999999999999929e+01,1.250000000000000000e+01,2.089999999999999858e+01,4.379999999999999716e+01,3.250000000000000000e+00,7.209999999999999964e+00,3.180000000000000071e+01,1.580000000000000000e+02,1.760000000000000142e+01,2.760000000000000142e+01,1.450000000000000000e+02,2.219999999999999929e+01,4.400000000000000000e+01,1.370000000000000000e+02,2.689999999999999858e+01,1.000000000000000000e+00,5.000000000000000000e+00
1.469999999999999929e+01,1.240000000000000036e+01,2.060000000000000142e+01,4.360000000000000142e+01,2.939999999999999947e+00,7.650000000000000355e+00,3.160000000000000142e+01,1.580000000000000000e+02,1.810000000000000142e+01,2.689999999999999858e+01,1.470000000000000000e+02,2.169999999999999929e+01,4.350000000000000000e+01,1.390000000000000000e+02,2.630000000000000071e+01,1.000000000000000000e+00,6.000000000000000000e+00
1.490000000000000036e+01,1.159999999999999964e+01,2.089999999999999858e+01,4.420000000000000284e+01,3.279999999999999805e+00,7.469999999999999751e+00,3.220000000000000284e+01,1.560000000000000000e+02,1.989999999999999858e+01,2.789999999999999858e+01,1.430000000000000000e+02,2.380000000000000071e+01,4.239999999999999858e+01,1.360000000000000000e+02,2.719999999999999929e+01,1.000000000000000000e+00,7.000000000000000000e+00
1.519999999999999929e+01,1.190000000000000036e+01,2.080000000000000071e+01,4.500000000000000000e+01,3.209999999999999964e+00,7.150000000000000355e+00,3.339999999999999858e+01,1.570000000000000000e+02,1.950000000000000000e+01,2.880000000000000071e+01,1.440000000000000000e+02,2.389999999999999858e+01,4.229999999999999716e+01,1.360000000000000000e+02,2.700000000000000000e+01,1.000000000000000000e+00,8.000000000000000000e+00
1.450000000000000000e+01,1.250000000000000000e+01,2.010000000000000142e+01,4.460000000000000142e+01,3.100000000000000089e+00,7.190000000000000391e+00,3.400000000000000000e+01,1.570000000000000000e+02,1.839999999999999858e+01,2.919999999999999929e+01,1.440000000000000000e+02,2.350000000000000000e+01,4.260000000000000142e+01,1.360000000000000000e+02,2.700000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
1.500000000000000000e+01,1.219999999999999929e+01,2.080000000000000071e+01,4.420000000000000284e+01,3.430000000000000160e+00,6.969999999999999751e+00,3.289999999999999858e+01,1.590000000000000000e+02,1.710000000000000142e+01,2.710000000000000142e+01,1.450000000000000000e+02,2.210000000000000142e+01,4.160000000000000142e+01,1.370000000000000000e+02,2.560000000000000142e+01,1.000000000000000000e+00,1.000000000000000000e+01
1.459999999999999964e+01,1.109999999999999964e+01,2.000000000000000000e+01,4.389999999999999858e+01,3.459999999999999964e+00,6.889999999999999680e+00,3.130000000000000071e+01,1.570000000000000000e+02,1.860000000000000142e+01,2.600000000000000000e+01,1.470000000000000000e+02,2.160000000000000142e+01,4.060000000000000142e+01,1.400000000000000000e+02,2.419999999999999929e+01,1.000000000000000000e+00,1.100000000000000000e+01
